"Year","Magnitude","growth","dif","dgrowth_dt","USAMagnitude","ratio","dratio_dt","dratio_dt_mmov","dratio_dt2_mmov","Country","CountryCode"
1983,18049.18364577,-1.65240273269069,0.56969120953722,0.0878496157228803,29260.5861818018,0.616842859320277,-3.3144092378611,-0.937649768761606,-0.84373138950175,"Greece","GRC"
1984,18320.5841407848,1.50367185763774,0.637233096760753,3.15607459032843,31107.5596252041,0.58894314955973,-2.78997097605467,-1.49155438266603,-0.553904613904419,"Greece","GRC"
1985,18707.5689354061,2.11229506465247,0.862144908571892,0.608623207014732,32118.7594245791,0.582449922430379,-0.649322712935108,-1.74263719985708,-0.251082817191053,"Greece","GRC"
1986,18742.3160408858,0.185738219646146,0.784120704078052,-1.92655684500633,32925.2266777911,0.569238785333191,-1.32111370971875,-1.48341709437557,0.259220105481512,"Greece","GRC"
1987,18257.8040298785,-2.58512347113531,1.69182159418701,-2.77086169078145,33761.1788391719,0.540792847218197,-2.8445938114995,-2.18388208961382,-0.700464995238259,"Greece","GRC"
1988,18971.6434689661,3.90977708994694,0.459223089897949,6.49490056108225,34853.4884701903,0.544325526702794,0.353267948459768,-1.45034665234965,0.733535437264174,"Greece","GRC"
1989,19590.0677071209,3.25972939121706,-0.376472277339785,-0.65004769872988,35793.8965040787,0.547301903968142,0.297637726534794,-0.832824911831758,0.617521740517892,"Greece","GRC"
1990,19383.9345698981,-1.0522328983471,0.255262695545047,-4.31196228956416,36059.3016316846,0.537557126532529,-0.974477743561331,-0.897855917957002,-0.0650310061252445,"Greece","GRC"
1991,19746.3820987151,1.86983466906587,0.410220131788103,2.92206756741298,35542.1411056857,0.555576605247236,1.8019478714707,-0.273243601719113,0.624612316237889,"Greece","GRC"
1992,19733.290374479,-0.0662993563613598,1.11350486679606,-1.93613402542723,36287.3228601842,0.543806729708658,-1.17698755385778,0.0602776498092304,0.333521251528344,"Greece","GRC"
1993,19303.6669282011,-2.17715058221375,2.26144814319656,-2.11085122585239,36797.7976453964,0.52458756130521,-1.9219168403448,-0.394759307951682,-0.455036957760913,"Greece","GRC"
1994,19591.3994295424,1.49055877523948,1.97936416052798,3.66770935745323,37813.7581772808,0.518102414938309,-0.648514636690134,-0.583989780596668,-0.189230472644986,"Greece","GRC"
1995,19909.529532127,1.62382531032918,2.58004263120034,0.133266535089704,38369.1618432814,0.518894043436428,0.0791628498119312,-0.373261661922015,0.210728118674652,"Greece","GRC"
1996,20389.3180474198,2.40984356018354,3.14895732157595,0.786018249854358,39356.091800086,0.518072733212175,-0.082131022425358,-0.750077440701227,-0.376815778779212,"Greece","GRC"
1997,21198.7906413931,3.97008174619031,2.55024054101028,1.56023818600677,40614.4056076014,0.521952502425039,0.387976921286481,-0.437084545672375,0.312992895028852,"Greece","GRC"
1998,21902.7387834769,3.3206995341954,1.91209822705573,-0.649382211994911,41942.7095076912,0.522206100668353,0.0253598243314168,-0.0476292127371327,0.389455332935242,"Greece","GRC"
1999,22489.3158923419,2.67809936768047,1.8996844672959,-0.642600166514928,43434.6926738132,0.517773109648378,-0.443299101997507,-0.00658610579860737,0.0410431069385253,"Greece","GRC"
2000,23275.4442214831,3.49556355072985,1.02007107856734,0.817464183049385,44726.9653960074,0.520389523756083,0.261641410770475,0.0299096063931013,0.0364957121917087,"Greece","GRC"
2001,24111.4174453959,3.59165314293422,0.121194334273329,0.0960895922043643,44728.5974759116,0.539060440211232,1.86709164551486,0.419754139981145,0.389844533588044,"Greece","GRC"
2002,24965.5940233483,3.54262282541796,-1.30931107093549,-0.0490303175162592,45087.3672762519,0.553715941549286,1.46555013380546,0.635268782484941,0.215514642503796,"Greece","GRC"
2003,26349.2772605123,5.54236056177935,-3.3486903590192,1.99973773636139,45980.5145846469,0.573053118229139,1.93371766798524,1.0169403512157,0.381671568730764,"Greece","GRC"
2004,27614.4059062542,4.80137892676797,-5.43878052213852,-0.74098163501138,47287.5937699268,0.583967246052092,1.09141278229529,1.32388272807426,0.306942376858559,"Greece","GRC"
2005,27698.5106057173,0.304568201643083,-6.02253735656256,-4.49681072512488,48499.8123738133,0.571105520826152,-1.28617252259395,1.01431994140138,-0.309562786672886,"Greece","GRC"
2006,29176.3928288023,5.33560177340348,-7.5268748430187,5.03103357176039,49405.7672964793,0.590546295004742,1.94407741785899,1.0297170958702,0.0153971544688258,"Greece","GRC"
2007,30054.889337735,3.01098396257355,-7.68592435173242,-2.32461781082992,49856.2814902456,0.602830544905665,1.22842499009235,0.982292067127581,-0.0474250287426224,"Greece","GRC"
2008,29874.7434268698,-0.599389699429098,-6.97010419442788,-3.61037366200265,49319.4788646606,0.605739235583778,0.290869067811239,0.653722347092782,-0.328569720034799,"Greece","GRC"
2009,28514.8100044636,-4.55211749595498,-5.13126294263506,-3.95272779652588,47648.8132482238,0.598436940200741,-0.730229538303639,0.289393882972997,-0.364328464119785,"Greece","GRC"
2010,26917.7589549077,-5.60077745321083,-2.49555242994626,-1.04865995725585,48467.5157769259,0.555377318672531,-4.30596215282105,-0.314564043072423,-0.60395792604542,"Greece","GRC"
2011,24495.7111078528,-8.99795503448962,1.06711532348331,-3.39717758127879,48866.0532763761,0.501282781511128,-5.40945371614026,-1.78527026987227,-1.47070622679985,"Greece","GRC"
2012,22830.5267226682,-6.79786097187755,3.34262701605393,2.20009406261207,49603.2534722502,0.460262686911059,-4.10200946000693,-2.85135715989213,-1.06608689001985,"Greece","GRC"
2013,22251.257305343,-2.53725822606647,3.72491070263643,4.26060274581108,50171.2371312632,0.443506251343313,-1.67564355677456,-3.24465968480929,-0.393302524917161,"Greece","GRC"
2014,22565.6804352806,1.41305781342118,3.95318586680105,3.95031603948765,51065.6826923239,0.441895207222455,-0.16110441208585,-3.13083465956573,0.113825025243558,"Greece","GRC"
2015,22615.3945607527,0.220308559339398,3.83608611554841,-1.19274925408178,52168.1262363804,0.433509811302777,-0.83853959196783,-2.43735014739509,0.693484512170644,"Greece","GRC"
2016,22666.2861968984,0.2250309452218,3.15363633823744,0.00472238588240187,52643.9178421402,0.430558498037062,-0.295131326571418,-1.41448566948132,1.02286447791377,"Greece","GRC"
2017,23052.9862132037,1.70605812062065,2.10980268483294,1.48102717539885,53552.4850143768,0.430474630766711,-0.00838672703509791,-0.595761122886952,0.818724546594366,"Greece","GRC"
2018,23546.6394661725,2.14138527825977,0.518468354440175,0.43532715763912,54832.9782332551,0.429424777293821,-0.104985347289061,-0.281629480989851,0.314131641897101,"Greece","GRC"
2019,24024.2340007051,2.02829170259612,-0.742410599056063,-0.113093575663646,55753.1443685885,0.430903660641613,0.147888334779178,-0.219830931616846,0.0617985493730056,"Greece","GRC"
